BRAND;CATEGORY;RMC;DETAIL;SIZE;DIAL;BRACELET;FAMILY;PRICE
ROLEX;SAAT;128345RBR-0020;;36;ROSÉ-COLOUR 8 DIAMONDS 2 BAGUETTES;84805BR - PRESIDENT BR;DAY-DATE ;€ 119.250
ROLEX;SAAT;128345RBR-0041;;36;BROWN OMBRÉ 8 DIAMONDS 2 BAGUETTES;84805BR - PRESIDENT BR;DAY-DATE ;€ 119.250
ROLEX;SAAT;128345RBR-0053;;36;SLATE 8 DIAMONDS 2 BAGUETTES;84805BR - PRESIDENT BR;DAY-DATE ;€ 119.250
ROLEX;SAAT;128345RBR-0030;;36;WHITE MOTHER-OF-PEARL 8 DIAMONDS 2 BAGUETTES;84805BR - PRESIDENT BR;DAY-DATE ;€ 120.000
ROLEX;SAAT;128345RBR-0082;;36;SILVER 10 BAGUETTES;84805BR - PRESIDENT BR;DAY-DATE ;€ 120.750
ROLEX;SAAT;128345RBR-0084;;36;BLUE-GREEN 10 BAGUETTES;84805BR - PRESIDENT BR;DAY-DATE ;€ 120.750
ROLEX;SAAT;128345RBR-0078;;36;WHITE MOTHER-OF-PEARL 10 BAGUETTES;84805BR - PRESIDENT BR;DAY-DATE ;€ 121.800
ROLEX;SAAT;128345RBR-0069;;36;GREEN AVENTURINE 32 DIAMONDS VI & IX 24 DIAMONDS;84805BR - PRESIDENT BR;DAY-DATE ;€ 125.200
ROLEX;SAAT;128345RBR-0045;;36;EISENKIESEL 32 DIAMONDS VI & IX 24 DIAMONDS;84805BR - PRESIDENT BR;DAY-DATE ;€ 126.600
ROLEX;SAAT;128345RBR-0065;;36;TURQUOISE 32 DIAMONDS VI & IX 24 DIAMONDS;84805BR - PRESIDENT BR;DAY-DATE ;€ 126.600
ROLEX;SAAT;128345RBR-0043;;36;DIAMOND-PAVED 10 RAINBOW BAGUETTE-CUT SAPPHIRES;84805BR - PRESIDENT BR;DAY-DATE ;€ 147.300
ROLEX;SAAT;128345RBR-0086;;36;OLIVE GREEN ROMAN NUMERALS;84805BR - PRESIDENT BR;DAY-DATE ;€ 116.200
ROLEX;SAAT;128395TBR-0022;;36;WHITE ROMAN NUMERALS;83405 - PRESIDENT;DAY-DATE ;€ 86.500
ROLEX;SAAT;128395TBR-0024;;36;BROWN OMBRÉ ROMAN NUMERALS;83405 - PRESIDENT;DAY-DATE ;€ 86.500
ROLEX;SAAT;128395TBR-0002;;36;ROSÉ-COLOUR 8 DIAMONDS 2 DIAMONDS BAGUETTES;83405 - PRESIDENT;DAY-DATE ;€ 89.550
ROLEX;SAAT;128395TBR-0004;;36;BROWN OMBRÉ 8 DIAMONDS 2 DIAMONDS BAGUETTES;83405 - PRESIDENT;DAY-DATE ;€ 89.550
ROLEX;SAAT;128395TBR-0012;;36;SLATE 8 DIAMONDS 2 DIAMONDS BAGUETTES;83405 - PRESIDENT;DAY-DATE ;€ 89.550
ROLEX;SAAT;128395TBR-0006;;36;WHITE MOTHER-OF-PEARL 8 DIAMONDS 2 DIAMONDS BAGUETTES;83405 - PRESIDENT;DAY-DATE ;€ 90.300
ROLEX;SAAT;128395TBR-0030;;36;SILVER 10 BAGUETTES;83405 - PRESIDENT;DAY-DATE ;€ 91.050
ROLEX;SAAT;128395TBR-0032;;36;BLUE-GREEN 10 BAGUETTES;83405 - PRESIDENT;DAY-DATE ;€ 91.050
ROLEX;SAAT;128395TBR-0026;;36;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83405 - PRESIDENT;DAY-DATE ;€ 92.100
ROLEX;SAAT;128395TBR-0020;;36;GREEN AVENTURINE 32 DIAMONDS VI & IX 24 DIAMONDS;83405 - PRESIDENT;DAY-DATE ;€ 95.500
ROLEX;SAAT;128395TBR-0010;;36;EISENKIESEL 32 DIAMONDS VI & IX 24 DIAMONDS;83405 - PRESIDENT;DAY-DATE ;€ 96.900
ROLEX;SAAT;128395TBR-0018;;36;TURQUOISE 32 DIAMONDS VI & IX 24 DIAMONDS;83405 - PRESIDENT;DAY-DATE ;€ 96.900
ROLEX;SAAT;128395TBR-0008;;36;DIAMOND-PAVED 10 RAINBOW BAGUETTE-CUT SAPPHIRES;83405 - PRESIDENT;DAY-DATE ;€ 117.600
ROLEX;SAAT;128395TBR-0033;;36;OLIVE GREEN ROMAN NUMERALS;83405 - PRESIDENT;DAY-DATE ;€ 86.500
ROLEX;SAAT;128236-0001;;36;SILVER;83406 - PRESIDENT;DAY-DATE ;€ 60.100
ROLEX;SAAT;128236-0017;;36;WHITE ROMAN NUMERALS;83406 - PRESIDENT;DAY-DATE ;€ 60.100
ROLEX;SAAT;128236-0018;;36;ICE BLUE ROMAN NUMERALS;83406 - PRESIDENT;DAY-DATE ;€ 60.100
ROLEX;SAAT;128236-0020;;36;BLUE OMBRÉ ROMAN NUMERALS;83406 - PRESIDENT;DAY-DATE ;€ 60.100
ROLEX;SAAT;128236-0005;;36;BLUE OMBRÉ 8 DIAMONDS 2 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 63.150
ROLEX;SAAT;128236-0002;;36;WHITE MOTHER-OF-PEARL 8 DIAMONDS 2 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 63.900
ROLEX;SAAT;128236-0009;;36;ICE BLUE 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 64.650
ROLEX;SAAT;128236-0023;;36;BRIGHT BLUE 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 64.650
ROLEX;SAAT;128236-0024;;36;PINK 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 64.650
ROLEX;SAAT;128236-0021;;36;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 65.700
ROLEX;SAAT;128236-0006;;36;PINK OPAL 32 DIAMONDS VI & IX 24 DIAMONDS;83406 - PRESIDENT;DAY-DATE ;€ 69.100
ROLEX;SAAT;128236-0011;;36;TURQUOISE 32 DIAMONDS VI & IX 24 DIAMONDS;83406 - PRESIDENT;DAY-DATE ;€ 70.500
ROLEX;SAAT;128236-0003;;36;DIAMOND-PAVED 10 RAINBOW BAGUETTE-CUT SAPPHIRES;83406 - PRESIDENT;DAY-DATE ;€ 91.200
ROLEX;SAAT;128396TBR-0004;;36;SILVER;83406 - PRESIDENT;DAY-DATE ;€ 91.900
ROLEX;SAAT;128396TBR-0018;;36;WHITE ROMAN NUMERALS;83406 - PRESIDENT;DAY-DATE ;€ 91.900
ROLEX;SAAT;128396TBR-0019;;36;ICE BLUE ROMAN NUMERALS;83406 - PRESIDENT;DAY-DATE ;€ 91.900
ROLEX;SAAT;128396TBR-0021;;36;BLUE OMBRÉ ROMAN NUMERALS;83406 - PRESIDENT;DAY-DATE ;€ 91.900
ROLEX;SAAT;128396TBR-0008;;36;BLUE OMBRÉ 8 DIAMONDS 2 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 94.950
ROLEX;SAAT;128396TBR-0005;;36;WHITE MOTHER-OF-PEARL 8 DIAMONDS 2 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 95.700
ROLEX;SAAT;128396TBR-0003;;36;ICE BLUE 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 96.450
ROLEX;SAAT;128396TBR-0024;;36;BRIGHT BLUE 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 96.450
ROLEX;SAAT;128396TBR-0025;;36;PINK 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 96.450
ROLEX;SAAT;128396TBR-0022;;36;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83406 - PRESIDENT;DAY-DATE ;€ 97.500
ROLEX;SAAT;128396TBR-0009;;36;PINK OPAL 32 DIAMONDS VI & IX 24 DIAMONDS;83406 - PRESIDENT;DAY-DATE ;€ 100.900
ROLEX;SAAT;128396TBR-0016;;36;TURQUOISE 32 DIAMONDS VI & IX 24 DIAMONDS;83406 - PRESIDENT;DAY-DATE ;€ 102.300
ROLEX;SAAT;128396TBR-0006;;36;DIAMOND-PAVED 10 RAINBOW BAGUETTE-CUT SAPPHIRES;83406 - PRESIDENT;DAY-DATE ;€ 123.000
ROLEX;SAAT;228238-0002;;40;SILVER ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0003;;40;CHAMPAGNE-COLOUR;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0006;;40;CHAMPAGNE-COLOUR ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0042;;40;WHITE ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0061;;40;GREEN ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0066;;40;SILVER;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0067;;40;BRIGHT BLACK;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0069;;40;GREEN OMBRÉ ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 44.200
ROLEX;SAAT;228238-0004;;40;BRIGHT BLACK 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 48.750
ROLEX;SAAT;228238-0005;;40;CHAMPAGNE-COLOUR 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 48.750
ROLEX;SAAT;228238-0071;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 49.800
ROLEX;SAAT;228238-0059;;40;ONYX 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 54.900
ROLEX;SAAT;228238-0054;;40;DIAMOND-PAVED 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 67.500
ROLEX;SAAT;228348RBR-0003;;40;CHAMPAGNE-COLOUR ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0007;;40;SILVER ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0008;;40;CHAMPAGNE-COLOUR;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0034;;40;WHITE ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0040;;40;GREEN ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0042;;40;SILVER;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0043;;40;BRIGHT BLACK;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0045;;40;GREEN OMBRÉ ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 64.100
ROLEX;SAAT;228348RBR-0001;;40;BRIGHT BLACK 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 68.650
ROLEX;SAAT;228348RBR-0002;;40;CHAMPAGNE-COLOUR 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 68.650
ROLEX;SAAT;228348RBR-0046;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 69.700
ROLEX;SAAT;228348RBR-0039;;40;ONYX 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 74.800
ROLEX;SAAT;228348RBR-0037;;40;DIAMOND-PAVED 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 87.400
ROLEX;SAAT;228398TBR-0003;;40;CHAMPAGNE-COLOUR ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0006;;40;SILVER ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0007;;40;CHAMPAGNE-COLOUR;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0033;;40;WHITE ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0039;;40;GREEN ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0040;;40;SILVER;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0041;;40;BRIGHT BLACK;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0042;;40;GREEN OMBRÉ ROMAN NUMERALS;83418 - PRESIDENT;DAY-DATE ;€ 98.300
ROLEX;SAAT;228398TBR-0001;;40;BRIGHT BLACK 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 102.850
ROLEX;SAAT;228398TBR-0002;;40;CHAMPAGNE-COLOUR 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 102.850
ROLEX;SAAT;228398TBR-0043;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 103.900
ROLEX;SAAT;228398TBR-0038;;40;ONYX 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 109.000
ROLEX;SAAT;228398TBR-0036;;40;DIAMOND-PAVED 10 BAGUETTES;83418 - PRESIDENT;DAY-DATE ;€ 121.600
ROLEX;SAAT;228239-0004;;40;BRIGHT BLACK;83419 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228239-0007;;40;BRIGHT BLUE ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228239-0033;;40;OLIVE GREEN ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228239-0046;;40;WHITE ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228239-0060;;40;SLATE;83419 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228239-0076;;40;BLUE OMBRÉ ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228239-0003;;40;SILVER 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 52.150
ROLEX;SAAT;228239-0005;;40;BRIGHT BLACK 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 52.150
ROLEX;SAAT;228239-0078;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 53.200
ROLEX;SAAT;228239-0055;;40;METEORITE 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 56.900
ROLEX;SAAT;228239-0049;;40;DIAMOND-PAVED 8 BAGUETTES 2 BAGUETTE-CUT SAPPHIRES;83419 - PRESIDENT;DAY-DATE ;€ 70.900
ROLEX;SAAT;228349RBR-0002;;40;BRIGHT BLACK;83419 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228349RBR-0005;;40;BRIGHT BLUE ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228349RBR-0030;;40;OLIVE GREEN ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228349RBR-0039;;40;WHITE ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228349RBR-0041;;40;SLATE;83419 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228349RBR-0045;;40;BLUE OMBRÉ ROMAN NUMERALS;83419 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228349RBR-0001;;40;SILVER 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 71.950
ROLEX;SAAT;228349RBR-0003;;40;BRIGHT BLACK 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 71.950
ROLEX;SAAT;228349RBR-0046;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 73.000
ROLEX;SAAT;228349RBR-0040;;40;METEORITE 10 BAGUETTES;83419 - PRESIDENT;DAY-DATE ;€ 76.700
ROLEX;SAAT;228349RBR-0036;;40;DIAMOND-PAVED 8 BAGUETTES 2 BAGUETTE-CUT SAPPHIRES;83419 - PRESIDENT;DAY-DATE ;€ 90.700
ROLEX;SAAT;228235-0001;;40;SUNDUST ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228235-0002;;40;CHOCOLATE ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228235-0025;;40;OLIVE GREEN ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228235-0032;;40;WHITE ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228235-0053;;40;CHOCOLATE;83415 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228235-0055;;40;SLATE OMBRÉ ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 47.600
ROLEX;SAAT;228235-0003;;40;CHOCOLATE 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 52.150
ROLEX;SAAT;228235-0004;;40;SUNDUST 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 52.150
ROLEX;SAAT;228235-0056;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 53.200
ROLEX;SAAT;228235-0045;;40;EISENKIESEL 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 58.300
ROLEX;SAAT;228235-0036;;40;DIAMOND-PAVED 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 70.900
ROLEX;SAAT;228345RBR-0008;;40;SUNDUST ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228345RBR-0009;;40;CHOCOLATE ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228345RBR-0011;;40;OLIVE GREEN ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228345RBR-0012;;40;WHITE ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228345RBR-0024;;40;CHOCOLATE;83415 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228345RBR-0025;;40;SLATE OMBRÉ ROMAN NUMERALS;83415 - PRESIDENT;DAY-DATE ;€ 67.400
ROLEX;SAAT;228345RBR-0006;;40;CHOCOLATE 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 71.950
ROLEX;SAAT;228345RBR-0007;;40;SUNDUST 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 71.950
ROLEX;SAAT;228345RBR-0026;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 73.000
ROLEX;SAAT;228345RBR-0016;;40;EISENKIESEL 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 78.100
ROLEX;SAAT;228345RBR-0002;;40;DIAMOND-PAVED 10 BAGUETTES;83415 - PRESIDENT;DAY-DATE ;€ 90.700
ROLEX;SAAT;228236-0003;;40;BRIGHT BLACK;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0007;;40;BRIGHT BLUE ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0008;;40;OLIVE GREEN ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0010;;40;WHITE ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0012;;40;ICE BLUE ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0013;;40;SLATE;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0018;;40;ICE BLUE;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0024;;40;BLUE OMBRÉ ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 64.600
ROLEX;SAAT;228236-0002;;40;SILVER 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 69.150
ROLEX;SAAT;228236-0004;;40;BRIGHT BLACK 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 69.150
ROLEX;SAAT;228236-0006;;40;ICE BLUE 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 69.150
ROLEX;SAAT;228236-0026;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 70.200
ROLEX;SAAT;228236-0011;;40;METEORITE 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 73.900
ROLEX;SAAT;228236-0009;;40;DIAMOND-PAVED 8 BAGUETTES 2 BAGUETTE-CUT SAPPHIRES;83416 - PRESIDENT;DAY-DATE ;€ 87.900
ROLEX;SAAT;228396TBR-0018;;40;WHITE ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0020;;40;OLIVE GREEN ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0024;;40;BRIGHT BLACK;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0026;;40;BRIGHT BLUE ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0030;;40;ICE BLUE ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0031;;40;SLATE;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0039;;40;ICE BLUE;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0042;;40;BLUE OMBRÉ ROMAN NUMERALS;83416 - PRESIDENT;DAY-DATE ;€ 114.200
ROLEX;SAAT;228396TBR-0002;;40;ICE BLUE 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 118.750
ROLEX;SAAT;228396TBR-0011;;40;SILVER 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 118.750
ROLEX;SAAT;228396TBR-0012;;40;BRIGHT BLACK 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 118.750
ROLEX;SAAT;228396TBR-0043;;40;WHITE MOTHER-OF-PEARL 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 119.800
ROLEX;SAAT;228396TBR-0027;;40;METEORITE 10 BAGUETTES;83416 - PRESIDENT;DAY-DATE ;€ 123.500
ROLEX;SAAT;228396TBR-0021;;40;DIAMOND-PAVED 8 BAGUETTES 2 BAGUETTE-CUT SAPPHIRES;83416 - PRESIDENT;DAY-DATE ;€ 137.500
ROLEX;SAAT;127234-0001;;36;INTENSE WHITE HONEYCOMB MOTIF ARABIC NUMERALS 6.9;63LA00 - FLAT JUBILEE;LAND-DWELLER ;€ 14.450
ROLEX;SAAT;127235-0001;;36;INTENSE WHITE HONEYCOMB MOTIF ARABIC NUMERALS 6.9;63LA05 - FLAT JUBILEE;LAND-DWELLER ;€ 43.300
ROLEX;SAAT;127285TBR-0002;;36;INTENSE WHITE HONEYCOMB MOTIF 10 BAGUETTES;63LA05 - FLAT JUBILEE;LAND-DWELLER ;€ 90.850
ROLEX;SAAT;127236-0001;;36;ICE BLUE HONEYCOMB MOTIF ARABIC NUMERALS 6.9;63LA06 - FLAT JUBILEE;LAND-DWELLER ;€ 59.800
ROLEX;SAAT;127286TBR-0001;;36;ICE BLUE HONEYCOMB MOTIF 10 BAGUETTES;63LA06 - FLAT JUBILEE;LAND-DWELLER ;€ 95.950
ROLEX;SAAT;127334-0001;;40;INTENSE WHITE HONEYCOMB MOTIF ARABIC NUMERALS 6.9;63NA00 - FLAT JUBILEE;LAND-DWELLER ;€ 15.350
ROLEX;SAAT;127335-0001;;40;INTENSE WHITE HONEYCOMB MOTIF ARABIC NUMERALS 6.9;63NA05 - FLAT JUBILEE;LAND-DWELLER ;€ 47.400
ROLEX;SAAT;127385TBR-0003;;40;INTENSE WHITE HONEYCOMB MOTIF 10 BAGUETTES;63NA05 - FLAT JUBILEE;LAND-DWELLER ;€ 106.250
ROLEX;SAAT;127336-0001;;40;ICE BLUE HONEYCOMB MOTIF ARABIC NUMERALS 6.9;63NA06 - FLAT JUBILEE;LAND-DWELLER ;€ 64.200
ROLEX;SAAT;127386TBR-0001;;40;ICE BLUE HONEYCOMB MOTIF 10 BAGUETTES;63NA06 - FLAT JUBILEE;LAND-DWELLER ;€ 118.050
ROLEX;SAAT;336934-0001;;42;MINT GREEN;72220 - OYSTER;SKY-DWELLER ;€ 16.600
ROLEX;SAAT;336934-0003;;42;INTENSE WHITE;72220 - OYSTER;SKY-DWELLER ;€ 16.600
ROLEX;SAAT;336934-0005;;42;BRIGHT BLUE;72220 - OYSTER;SKY-DWELLER ;€ 16.600
ROLEX;SAAT;336934-0007;;42;BRIGHT BLACK;72220 - OYSTER;SKY-DWELLER ;€ 16.600
ROLEX;SAAT;336934-0002;;42;MINT GREEN;62220 - JUBILEE;SKY-DWELLER ;€ 16.800
ROLEX;SAAT;336934-0004;;42;INTENSE WHITE;62220 - JUBILEE;SKY-DWELLER ;€ 16.800
ROLEX;SAAT;336934-0006;;42;BRIGHT BLUE;62220 - JUBILEE;SKY-DWELLER ;€ 16.800
ROLEX;SAAT;336934-0008;;42;BRIGHT BLACK;62220 - JUBILEE;SKY-DWELLER ;€ 16.800
ROLEX;SAAT;336933-0001;;42;CHAMPAGNE-COLOUR;72223 - OYSTER;SKY-DWELLER ;€ 21.850
ROLEX;SAAT;336933-0003;;42;BRIGHT BLACK;72223 - OYSTER;SKY-DWELLER ;€ 21.850
ROLEX;SAAT;336933-0005;;42;INTENSE WHITE;72223 - OYSTER;SKY-DWELLER ;€ 21.850
ROLEX;SAAT;336933-0002;;42;CHAMPAGNE-COLOUR;62223 - JUBILEE;SKY-DWELLER ;€ 22.450
ROLEX;SAAT;336933-0004;;42;BRIGHT BLACK;62223 - JUBILEE;SKY-DWELLER ;€ 22.450
ROLEX;SAAT;336933-0006;;42;INTENSE WHITE;62223 - JUBILEE;SKY-DWELLER ;€ 22.450
ROLEX;SAAT;336238-0001;;42;CHAMPAGNE-COLOUR;31KA08 - OYSTERFLEX EF;SKY-DWELLER ;€ 47.200
ROLEX;SAAT;336238-0002;;42;BRIGHT BLACK;31KA08 - OYSTERFLEX EF;SKY-DWELLER ;€ 47.200
ROLEX;SAAT;336238-0003;;42;INTENSE WHITE;31KA08 - OYSTERFLEX EF;SKY-DWELLER ;€ 47.200
ROLEX;SAAT;336238-0004;;42;BRIGHT GREEN;31KA08 - OYSTERFLEX EF;SKY-DWELLER ;€ 47.200
ROLEX;SAAT;336938-0001;;42;CHAMPAGNE-COLOUR;72228 - OYSTER;SKY-DWELLER ;€ 55.100
ROLEX;SAAT;336938-0002;;42;BRIGHT BLACK;72228 - OYSTER;SKY-DWELLER ;€ 55.100
ROLEX;SAAT;336938-0003;;42;INTENSE WHITE;72228 - OYSTER;SKY-DWELLER ;€ 55.100
